ScaleRank,LabelRank,FeatureCla,SOVEREIGNT,SOV_A3,ADM0_DIF,LEVEL,TYPE,ADMIN,ADM0_A3,GEOU_DIF,GEOUNIT,GU_A3,SU_DIF,SUBUNIT,SU_A3,NAME,ABBREV,POSTAL,NAME_FORMA,TERR_,NAME_SORT,MAP_COLOR,POP_EST,GDP_MD_EST,FIPS_10_,ISO_A2,ISO_A3,ISO_N3,ISO3,LON,LAT,ISO3.1,ADMIN.1,REGION,continent,GEO3major,GEO3,IMAGE24,GLOCAF,Stern,SRESmajor,SRES,GBD,AVOIDnumeric,AVOIDname,LDC,SID,LLDC
1,1,Admin-0 countries,United Republic of Tanzania,TZA,0,2,Sovereign country,United Republic of Tanzania,TZA,1,Tanzania,TZA,0,Tanzania,TZA,Tanzania,Tanz.,TZ,United Republic of Tanzania,NA,Tanzania,2,41048532,54250,0,TZ,TZA,834,TZA,34.75298813146116,-6.257732720845603,TZA,United Republic of Tanzania,Africa,Africa,Africa,Southern Africa,Southern Africa,Sub-Sarahan Africa,South+E Africa,ALM,Sub-Saharan Africa (AFR),"Sub-Saharan Africa, East",24,Southern and East Africa,LDC,other,other
1,1,Admin-0 countries,Uganda,UGA,0,2,Sovereign country,Uganda,UGA,0,Uganda,UGA,0,Uganda,UGA,Uganda,Uga.,UG,NA,NA,Uganda,4,32369558,39380,0,UG,UGA,800,UGA,32.35754815372395,1.2954869630971209,UGA,Uganda,Africa,Africa,Africa,Eastern Africa,Eastern Africa,Sub-Sarahan Africa,South+E Africa,ALM,Sub-Saharan Africa (AFR),"Sub-Saharan Africa, East",24,Southern and East Africa,LDC,other,LLDC
1,1,Admin-0 countries,Ukraine,UKR,0,2,Sovereign country,Ukraine,UKR,0,Ukraine,UKR,0,Ukraine,UKR,Ukraine,Ukr.,UA,NA,NA,Ukraine,3,45700395,339800,0,UA,UKR,804,UKR,31.369533080356288,48.97301796820209,UKR,Ukraine,Europe,Eurasia,Europe,Eastern Europe,Ukraine+,FSU,Europe,REF,Newly Independent States of FSU (FSU),"Europe, Eastern",25,Europe,other,other,other
1,1,Admin-0 countries,Uruguay,URY,0,2,Sovereign country,Uruguay,URY,0,Uruguay,URY,0,Uruguay,URY,Uruguay,Ury.,UY,Oriental Republic of Uruguay,NA,Uruguay,10,3494382,43160,0,UY,URY,858,URY,-56.00327866654847,-32.78090436523083,URY,Uruguay,South America,South America,Latin America and the Caribbean,South America,Rest South America,Rest of South Am,South America,ALM,Latin America and the Caribbean (LAM),"Latin America, Southern",26,South America,other,other,other
1,1,Admin-0 countries,United States of America,US1,0,2,Country,United States of America,USA,0,United States of America,USA,0,United States of America,USA,United States,U.S.A.,US,United States of America,NA,United States of America,1,307212123,14260000,0,US,USA,840,USA,-99.06024062802132,39.50155412599307,USA,United States of America,North America,North America,North America,US,USA,USA,North America,OECD90,North America (NAM),"North America, High Income",2,US,other,other,other
1,1,Admin-0 countries,Uzbekistan,UZB,0,2,Sovereign country,Uzbekistan,UZB,0,Uzbekistan,UZB,0,Uzbekistan,UZB,Uzbekistan,Uzb.,UZ,Republic of Uzbekistan,NA,Uzbekistan,4,27606007,71670,0,UZ,UZB,860,UZB,63.20363952823173,41.74860266465219,UZB,Uzbekistan,Asia,Eurasia,Asia and the Pacific,Central Asia,Asia-Stan,FSU,Central Asia,REF,Newly Independent States of FSU (FSU),"Asia, Central",21,Rest of Central Asia,other,other,LLDC
1,1,Admin-0 countries,Venezuela,VEN,0,2,Sovereign country,Venezuela,VEN,0,Venezuela,VEN,0,Venezuela,VEN,Venezuela,Ven.,VE,Bolivarian Republic of Venezuela,NA,Venezuela,4,26814843,357400,0,VE,VEN,862,VEN,-66.16382727830239,7.162132267639007,VEN,Venezuela,South America,South America,Latin America and the Caribbean,South America,Rest South America,Rest of South Am,South America,ALM,Latin America and the Caribbean (LAM),"Latin America, Central",26,South America,other,other,other
1,1,Admin-0 countries,Vietnam,VNM,0,2,Sovereign country,Vietnam,VNM,0,Vietnam,VNM,0,Vietnam,VNM,Vietnam,Viet.,VN,Socialist Republic of Vietnam,NA,Vietnam,4,86967524,241700,0,VN,VNM,704,VNM,106.28584079705188,16.65793775325493,VNM,Vietnam,Asia,Eurasia,Asia and the Pacific,Southeast Asia,Southeastern Asia,South East Asia,East Asia,ASIA,Centrally planned Asia and China (CPA),"Asia, Southeast",20,Rest of East Asia,other,other,other
1,1,Admin-0 countries,Vanuatu,VUT,0,2,Sovereign country,Vanuatu,VUT,0,Vanuatu,VUT,0,Vanuatu,VUT,Vanuatu,Van.,VU,Republic of Vanuatu,NA,Vanuatu,3,218519,988.5,0,VU,VUT,548,VUT,166.90722944828877,-15.22334335142897,VUT,Vanuatu,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,LDC,SID,other
1,1,Admin-0 countries,Palestine,PSE,1,2,Country,West Bank,WEB,0,West Bank,WEB,0,West Bank,WEB,West Bank,W.B.,WB,West Bank,NA,West Bank,8,2514845,11950,0,PS,PSE,275,PSE,35.27331962289025,31.94113662241515,PSE,West Bank,Europe,Eurasia,Europe,Western Europe,Middle East,Europe,Europe,ALM,Middle East and North Africa (MEA),"Europe, Western",25,Europe,other,other,other
1,1,Admin-0 countries,Yemen,YEM,0,2,Sovereign country,Yemen,YEM,0,Yemen,YEM,0,Yemen,YEM,Yemen,Yem.,YE,Republic of Yemen,NA,Yemen,11,23822783,55280,0,YE,YEM,887,YEM,47.53504475854349,15.913231950143004,YEM,Yemen,Asia,Eurasia,West Asia,Arabian Peninsula,Middle East,Middle East,West Asia,ALM,Middle East and North Africa (MEA),North Africa/Middle East,30,Middle East,LDC,other,other
1,1,Admin-0 countries,South Africa,ZAF,0,2,Sovereign country,South Africa,ZAF,0,South Africa,ZAF,0,South Africa,ZAF,South Africa,S.Af.,ZA,Republic of South Africa,NA,South Africa,2,49052489,491000,0,ZA,ZAF,710,ZAF,25.11739621239433,-28.962106191124374,ZAF,South Africa,Africa,Africa,Africa,Southern Africa,Southern Africa,Sub-Sarahan Africa,South+E Africa,ALM,Sub-Saharan Africa (AFR),"Sub-Saharan Africa, Southern",5,South Africa,other,other,other
1,1,Admin-0 countries,Zambia,ZMB,0,2,Sovereign country,Zambia,ZMB,0,Zambia,ZMB,0,Zambia,ZMB,Zambia,Zambia,ZM,Republic of Zambia,NA,Zambia,13,11862740,17500,0,ZM,ZMB,894,ZMB,27.727591939982155,-13.395067520057612,ZMB,Zambia,Africa,Africa,Africa,Southern Africa,Southern Africa,Sub-Sarahan Africa,South+E Africa,ALM,Sub-Saharan Africa (AFR),"Sub-Saharan Africa, East",24,Southern and East Africa,LDC,other,LLDC
1,1,Admin-0 countries,Zimbabwe,ZWE,0,2,Sovereign country,Zimbabwe,ZWE,0,Zimbabwe,ZWE,0,Zimbabwe,ZWE,Zimbabwe,Zimb.,ZW,Republic of Zimbabwe,NA,Zimbabwe,9,11392629,1925,0,ZW,ZWE,716,ZWE,29.788548371892528,-18.9069879478588,ZWE,Zimbabwe,Africa,Africa,Africa,Southern Africa,Southern Africa,Sub-Sarahan Africa,South+E Africa,ALM,Sub-Saharan Africa (AFR),"Sub-Saharan Africa, Southern",24,Southern and East Africa,other,other,LLDC
3,3,Admin-0 countries,Netherlands,NL1,1,2,Country,Aruba,ABW,0,Aruba,ABW,0,Aruba,ABW,Aruba,Aruba,AW,NA,Neth.,Aruba,9,103065,2258,0,AW,ABW,533,ABW,-69.98267466267893,12.520888807639498,ABW,Aruba,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
1,1,Admin-0 countries,United Kingdom,GB1,1,2,Dependency,Anguilla,AIA,0,Anguilla,AIA,0,Anguilla,AIA,Anguilla,Ang.,AI,NA,U.K.,Anguilla,3,14436,108.9,0,AI,AIA,660,AIA,-63.06498463657857,18.22396692014262,AIA,Anguilla,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
3,3,Admin-0 countries,Finland,FI1,1,2,Country,Aland,ALD,0,Aland,ALD,0,Aland,ALD,Aland,Aland,AI,Eland Islands,Fin.,Aland,6,27153,NA,-99,-99,ALA,248,ALA,19.943992364418936,60.23134323252582,ALA,Aland,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",25,Europe,other,other,other
3,3,Admin-0 countries,Andorra,AND,0,2,Sovereign country,Andorra,AND,0,Andorra,AND,0,Andorra,AND,Andorra,And.,AND,Principality of Andorra,NA,Andorra,8,83888,3660,0,AD,AND,20,AND,1.5605336813870103,42.542291743857554,AND,Andorra,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",25,Europe,other,other,other
3,3,Admin-0 countries,United States of America,US1,1,2,Dependency,American Samoa,ASM,0,American Samoa,ASM,0,American Samoa,ASM,American Samoa,Am. Samoa,AS,Territory of American Samoa,U.S.A.,American Samoa,1,65628,575.3,0,AS,ASM,16,ASM,-170.718018603403,-14.304489224471222,ASM,American Samoa,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
5,5,Admin-0 countries,Australia,AU1,1,2,Dependency,Ashmore and Cartier Islands,ATC,0,Ashmore and Cartier Islands,ATC,0,Ashmore and Cartier Islands,ATC,Ashmore and Cartier Is.,A.C.Is.,AU,Territory of Ashmore and Cartier Islands,NA,Ashmore and Cartier Islands,7,0,0,0,AU,Ashm,36,Ashm,123.58383039520744,-12.429942549547714,Ashm,Ashmore and Cartier Islands,Australia,Australia,Asia and the Pacific,Australia and New Zealand,Oceania,Oceania,Australasia,OECD90,Pacific OECD (PAO),Australasia,10,Australia,other,other,other
1,1,Admin-0 countries,Antigua and Barbuda,ATG,0,2,Sovereign country,Antigua and Barbuda,ATG,0,Antigua and Barbuda,ATG,0,Antigua and Barbuda,ATG,Antigua and Barb.,Ant.B.,AG,NA,NA,Antigua and Barbuda,5,85632,1657,0,AG,ATG,28,ATG,-61.78996997469583,17.07776975800017,ATG,Antigua and Barbuda,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
1,1,Admin-0 countries,Bahrain,BHR,0,2,Sovereign country,Bahrain,BHR,0,Bahrain,BHR,0,Bahrain,BHR,Bahrain,Bahr.,BH,State of Bahrain,NA,Bahrain,9,727785,26820,0,BH,BHR,48,BHR,50.54197759457167,26.04200844754386,BHR,Bahrain,Asia,Eurasia,West Asia,Arabian Peninsula,Middle East,Middle East,West Asia,ALM,Middle East and North Africa (MEA),North Africa/Middle East,30,Middle East,other,SID,other
3,3,Admin-0 countries,France,FR1,1,2,Dependency,Saint Barthelemy,BLM,0,Saint Barthelemy,BLM,0,Saint Barthelemy,BLM,St. Barthelemy,St. B.,BL,NA,Fr.,Saint Barthelemy,11,7448,255,0,BL,BLM,652,BLM,-62.84068712186312,17.898810446765406,BLM,Saint Barthelemy,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",14,France,other,other,other
3,3,Admin-0 countries,United Kingdom,GB1,1,2,Dependency,Bermuda,BMU,0,Bermuda,BMU,0,Bermuda,BMU,Bermuda,Berm.,BM,NA,U.K.,Bermuda,3,67837,4500,0,BM,BMU,60,BMU,-64.7545418561635,32.31368594099935,BMU,Bermuda,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,other,other
1,1,Admin-0 countries,Barbados,BRB,0,2,Sovereign country,Barbados,BRB,0,Barbados,BRB,0,Barbados,BRB,Barbados,Barb.,BB,NA,NA,Barbados,3,284589,5425,0,BB,BRB,52,BRB,-59.55980197570839,13.181453712112038,BRB,Barbados,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
3,3,Admin-0 countries,New Zealand,NZ1,1,2,Dependency,Cook Islands,COK,0,Cook Islands,COK,0,Cook Islands,COK,Cook Is.,Cook Is.,CK,NA,Assoc. with N.Z.,Cook Islands,4,11870,183.2,0,CK,COK,184,COK,-159.7872415008454,-21.219268125893162,COK,Cook Islands,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
1,1,Admin-0 countries,Comoros,COM,0,2,Sovereign country,Comoros,COM,0,Comoros,COM,0,Comoros,COM,Comoros,Com.,KM,Federal Islamic Republic of the Comoros,NA,Comoros,10,752438,751.2,0,KM,COM,174,COM,43.33914193773067,-11.65439261026011,COM,Comoros,Africa,Africa,Africa,Western Indian Ocean,Eastern Africa,Sub-Sarahan Africa,South+E Africa,ALM,Sub-Saharan Africa (AFR),"Sub-Saharan Africa, East",24,Southern and East Africa,LDC,SID,other
1,1,Admin-0 countries,Cape Verde,CPV,0,2,Sovereign country,Cape Verde,CPV,0,Cape Verde,CPV,0,Cape Verde,CPV,Cape Verde,C.Vd.,CV,Republic of Cape Verde,NA,Cape Verde,11,429474,1626,0,CV,CPV,132,CPV,-23.637140100392493,15.08239191365131,CPV,Cape Verde,Africa,Africa,Africa,Central Africa,Western Africa,Sub-Sarahan Africa,West Africa,ALM,Sub-Saharan Africa (AFR),"Sub-Saharan Africa, West",23,West Africa,other,SID,other
3,3,Admin-0 countries,Netherlands,NL1,1,2,Country,Curacao,CUW,0,Curacao,CUW,0,Curacao,CUW,Curacao,Cur.,CW,NA,Neth.,Curacao,9,141766,2.91,0,CW,CUW,531,CUW,-68.97122249721136,12.195524429190815,CUW,Curacao,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,other,other
1,1,Admin-0 countries,United Kingdom,GB1,1,2,Dependency,Cayman Islands,CYM,0,Cayman Islands,CYM,0,Cayman Islands,CYM,Cayman Is.,Cym. Is.,KY,NA,U.K.,Cayman Islands,3,49035,1939,0,KY,CYM,136,CYM,-81.28502859027445,19.320874201601473,CYM,Cayman Islands,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,other,other
1,1,Admin-0 countries,Dominica,DMA,0,2,Sovereign country,Dominica,DMA,0,Dominica,DMA,0,Dominica,DMA,Dominica,D'inca,DM,Commonwealth of Dominica,NA,Dominica,12,72660,719.6,0,DM,DMA,212,DMA,-61.35773122057206,15.43947211043042,DMA,Dominica,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
3,3,Admin-0 countries,Denmark,DN1,1,2,Dependency,Faroe Islands,FRO,0,Faroe Islands,FRO,0,Faroe Islands,FRO,Faroe Is.,Faroe Is.,FO,Fxoroyar (Faroe Is.),Den.,Faroe Islands,12,48856,1000,0,FO,FRO,234,FRO,-6.884745851637346,62.17017783028254,FRO,Faroe Islands,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",25,Europe,other,other,other
3,3,Admin-0 countries,Federated States of Micronesia,FSM,0,2,Sovereign country,Federated States of Micronesia,FSM,0,Federated States of Micronesia,FSM,0,Federated States of Micronesia,FSM,Micronesia,F.S.M.,FSM,Federated States of Micronesia,NA,"Micronesia, Federated States of",13,107434,238.1,0,FM,FSM,583,FSM,158.2325060129713,6.885856028684995,FSM,Federated States of Micronesia,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
1,1,Admin-0 countries,Palestine,PSE,1,2,Country,Gaza,GAZ,0,Gaza,GAZ,0,Gaza,GAZ,Gaza,Gaza,GZ,Gaza Strip,NA,Gaza Strip,8,1604238,0.77,0,PS,Gaza,275,Gaza,34.347571192438764,31.39150352983017,Gaza,Gaza,Europe,Eurasia,Europe,Western Europe,Middle East,Europe,Europe,ALM,Middle East and North Africa (MEA),"Europe, Western",25,Europe,other,other,other
4,4,Admin-0 countries,United Kingdom,GB1,1,2,Country,Guernsey,GGY,0,Guernsey,GGY,0,Guernsey,GGY,Guernsey,Guern.,GG,Bailiwick of Guernsey,Crown dependency of U.K.,Guernsey,3,65870,2742,0,GG,GGY,831,GGY,-2.5724015787155583,49.46809855268912,GGY,Guernsey,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",13,UK,other,other,other
1,1,Admin-0 countries,Grenada,GRD,0,2,Sovereign country,Grenada,GRD,0,Grenada,GRD,0,Grenada,GRD,Grenada,Gren.,GD,NA,NA,Grenada,6,90739,1161,0,GD,GRD,308,GRD,-61.68219414563544,12.117255497990119,GRD,Grenada,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
3,3,Admin-0 countries,United States of America,US1,1,2,Dependency,Guam,GUM,0,Guam,GUM,0,Guam,GUM,Guam,Guam,GU,Territory of Guam,U.S.A.,Guam,1,178430,2500,0,GU,GUM,316,GUM,144.76792243083986,13.44166549939634,GUM,Guam,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
3,3,Admin-0 countries,China,CH1,1,2,Country,Hong Kong S.A.R.,HKG,0,Hong Kong S.A.R.,HKG,0,Hong Kong S.A.R.,HKG,Hong Kong,H.K.,HK,Hong Kong Special Administrative Region,China,Hong Kong S.A.R.,3,7055071,306600,0,HK,HKG,344,HKG,114.13918132298909,22.439183890236187,HKG,Hong Kong S.A.R.,Asia,Eurasia,Asia and the Pacific,NW Pacific and East Asia,Korea,China,East Asia,ASIA,Other Pacific Asia (PAS),"Asia Pacific, High Income",12,China,other,other,other
5,5,Admin-0 countries,Australia,AU1,1,2,Dependency,Heard Island and McDonald Islands,HMD,0,Heard Island and McDonald Islands,HMD,0,Heard Island and McDonald Islands,HMD,Heard I. and McDonald Is.,H.M.Is.,HM,Territory of Heard Island and McDonald Islands,Auz.,Heard Island and McDonald Islands,7,0,0,0,HM,HMD,334,HMD,73.52052712327325,-53.08725300947415,HMD,Heard Island and McDonald Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,Admin-0 countries,United Kingdom,GB1,1,2,Country,Isle of Man,IMN,0,Isle of Man,IMN,0,Isle of Man,IMN,Isle of Man,IoMan,IM,NA,Crown dependency of U.K.,Isle of Man,3,76512,2719,0,IM,IMN,833,IMN,-4.538738219251967,54.224196495916154,IMN,Isle of Man,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",13,UK,other,other,other
5,5,Admin-0 countries,Australia,AU1,1,2,Dependency,Indian Ocean Territories,IOA,0,Indian Ocean Territories,IOA,0,Indian Ocean Territories,IOA,Indian Ocean Ter.,Ind. Oc. Ter.,IOT,NA,Auz.,Indian Ocean Territories,7,4000,0,-99,-99,IOA,-99,IOA,105.66236684700371,-10.49268263939702,IOA,Indian Ocean Territories,Australia,Australia,Asia and the Pacific,Australia and New Zealand,Oceania,Oceania,Australasia,OECD90,Pacific OECD (PAO),Australasia,10,Australia,other,other,other
3,3,Admin-0 countries,United Kingdom,GB1,1,2,Dependency,British Indian Ocean Territory,IOT,0,British Indian Ocean Territory,IOT,0,British Indian Ocean Territory,IOT,Br. Indian Ocean Ter.,I.O.T.,IO,NA,U.K.,British Indian Ocean Territory,3,4000,NA,0,IO,IOT,86,IOT,72.44540238951839,-7.33058251083761,IOT,British Indian Ocean Territory,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",13,UK,other,other,other
4,4,Admin-0 countries,United Kingdom,GB1,1,2,Country,Jersey,JEY,0,Jersey,JEY,0,Jersey,JEY,Jersey,Jey.,JE,Bailiwick of Jersey,Crown dependency of U.K.,Jersey,3,91626,5100,0,JE,JEY,832,JEY,-2.1268765480586667,49.2183748817394,JEY,Jersey,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",13,UK,other,other,other
1,1,Admin-0 countries,Kashmir,KAS,1,2,Indeterminate,Siachen Glacier,KAS,0,Siachen Glacier,KAS,0,Siachen Glacier,KAS,NA,NA,NA,NA,NA,Kashmir,0,6000,0,-99,-99,KAS,-99,KAS,77.1801128668646,35.392366189374414,KAS,Siachen Glacier,Asia,Eurasia,Asia and the Pacific,South Asia,India+,India,South Asia,ASIA,South Asia (SAS),"Asia, South",6,India,other,other,other
1,1,Admin-0 countries,Kiribati,KIR,0,2,Sovereign country,Kiribati,KIR,0,Kiribati,KIR,0,Kiribati,KIR,Kiribati,Kir.,KI,Republic of Kiribati,NA,Kiribati,12,112850,579.5,0,KI,KIR,296,KIR,-157.37418626997837,1.8544478018642299,KIR,Kiribati,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,LDC,SID,other
1,1,Admin-0 countries,Saint Kitts and Nevis,KNA,0,2,Sovereign country,Saint Kitts and Nevis,KNA,0,Saint Kitts and Nevis,KNA,0,Saint Kitts and Nevis,KNA,St. Kitts and Nevis,St.K.N.,KN,Federation of Saint Kitts and Nevis,NA,Saint Kitts and Nevis,8,40131,777.7,0,KN,KNA,659,KNA,-62.74761420997525,17.32688847637615,KNA,Saint Kitts and Nevis,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
1,1,Admin-0 countries,Saint Lucia,LCA,0,2,Sovereign country,Saint Lucia,LCA,0,Saint Lucia,LCA,0,Saint Lucia,LCA,Saint Lucia,S.L.,LC,NA,NA,Saint Lucia,4,160267,1778,0,LC,LCA,662,LCA,-60.96969329305246,13.89478369888569,LCA,Saint Lucia,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
1,1,Admin-0 countries,Liechtenstein,LIE,0,2,Sovereign country,Liechtenstein,LIE,0,Liechtenstein,LIE,0,Liechtenstein,LIE,Liechtenstein,Liech.,FL,Principality of Liechtenstein,NA,Liechtenstein,9,34761,4160,0,LI,LIE,438,LIE,9.535735935889317,47.13665446750587,LIE,Liechtenstein,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",25,Europe,other,other,other
3,3,Admin-0 countries,China,CH1,1,2,Country,Macau S.A.R,MAC,0,Macau S.A.R,MAC,0,Macau S.A.R,MAC,Macau,Mac.,MO,Macau Special Administrative Region,China,Macau S.A.R,3,559846,18140,0,MO,MAC,446,MAC,113.50933101765571,22.223108071002162,MAC,Macau S.A.R,Asia,Eurasia,Asia and the Pacific,NW Pacific and East Asia,China+,China,East Asia,ASIA,Centrally planned Asia and China (CPA),"Asia, East",1,China,other,other,other
3,3,Admin-0 countries,France,FR1,1,2,Dependency,Saint Martin,MAF,0,Saint Martin,MAF,0,Saint Martin,MAF,St. Martin,St. M.,MF,NA,Fr.,Saint Martin,11,29820,0,0,MF,MAF,663,MAF,-63.05971622979738,18.088893306011077,MAF,Saint Martin,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",14,France,other,other,other
6,6,Admin-0 countries,Monaco,MCO,0,2,Sovereign country,Monaco,MCO,0,Monaco,MCO,0,Monaco,MCO,Monaco,Mco.,MC,Principality of Monaco,NA,Monaco,12,32965,976.3,0,MC,MCO,492,MCO,7.406280548550209,43.75276115106826,MCO,Monaco,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",25,Europe,other,other,other
3,3,Admin-0 countries,Maldives,MDV,0,2,Sovereign country,Maldives,MDV,0,Maldives,MDV,0,Maldives,MDV,Maldives,Mald.,MV,Republic of Maldives,NA,Maldives,7,396334,1716,0,MV,MDV,462,MDV,73.4108974789595,3.2607542115428134,MDV,Maldives,Asia,Eurasia,Asia and the Pacific,South Asia,India+,Rest of South Asia,South Asia,ASIA,South Asia (SAS),"Asia, Southeast",19,Rest of South Asia,LDC,SID,other
5,5,Admin-0 countries,Marshall Islands,MHL,0,2,Sovereign country,Marshall Islands,MHL,0,Marshall Islands,MHL,0,Marshall Islands,MHL,Marshall Is.,M. Is.,MH,Republic of the Marshall Islands,NA,Marshall Islands,3,64522,133.5,0,MH,MHL,584,MHL,171.18634056180417,7.105935968419224,MHL,Marshall Islands,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
3,3,Admin-0 countries,Malta,MLT,0,2,Sovereign country,Malta,MLT,0,Malta,MLT,0,Malta,MLT,Malta,Malta,M,Republic of Malta,NA,Malta,8,405165,9962,0,MT,MLT,470,MLT,14.443277811226201,35.8900277985409,MLT,Malta,Europe,Eurasia,Europe,Western Europe,Central Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",25,Europe,other,other,other
3,3,Admin-0 countries,United States of America,US1,1,2,Dependency,Northern Mariana Islands,MNP,0,Northern Mariana Islands,MNP,0,Northern Mariana Islands,MNP,N. Mariana Is.,N.M.I.,MP,Commonwealth of the Northern Mariana Islands,Commonwealth of U.S.A.,"Mariana Islands, Northern",1,88662,900,0,MP,MNP,580,MNP,145.7437161681533,15.18094108053003,MNP,Northern Mariana Islands,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
3,3,Admin-0 countries,United Kingdom,GB1,1,2,Dependency,Montserrat,MSR,0,Montserrat,MSR,0,Montserrat,MSR,Montserrat,Monts.,MS,NA,U.K.,Montserrat,3,5097,29,0,MS,MSR,500,MSR,-62.18519806624821,16.73941361219867,MSR,Montserrat,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
1,1,Admin-0 countries,Mauritius,MUS,0,2,Sovereign country,Mauritius,MUS,0,Mauritius,MUS,0,Mauritius,MUS,Mauritius,Mus.,MU,Republic of Mauritius,NA,Mauritius,7,1284264,15270,0,MU,MUS,480,MUS,57.571207575143454,-20.277715600025235,MUS,Mauritius,Africa,Africa,Africa,Western Indian Ocean,Eastern Africa,Sub-Sarahan Africa,South+E Africa,ALM,Sub-Saharan Africa (AFR),"Asia, Southeast",24,Southern and East Africa,other,SID,other
